2010,0.7562,0.1041,0.0249,0.0982,
2011,0.7522,0.1035,0.0267,0.1001,
2012,0.7505,0.1021,0.0272,0.1014,
2013,0.7451,0.1025,0.0291,0.1035,
2014,0.7460,0.1018,0.0290,0.1041,
2015,0.7434,0.0985,0.0305,0.1077,
2016,0.7349,0.1026,0.0306,0.1117,
2017,0.7344,0.0991,0.0320,0.1131,
2018,0.7322,0.0982,0.0321,0.1155,
2019,0.7233,0.1013,0.0339,0.1204,
